Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations
1143081,"June 17, 2018",Georgia,Macon,325 Edgewood Ln,1,3,0,0,1,
1141745,"June 14, 2018",New York,Buffalo,Marigold Ave,1,4,0,0,0,
1142145,"June 14, 2018",Pennsylvania,Philadelphia,400 block of Penn St,0,4,0,0,0,
1139320,"June 12, 2018",New York,Bronx,W 166th St and  Summit Ave,0,4,0,0,0,
1139176,"June 11, 2018",Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4,0,0,3,
1137547,"June 10, 2018",Illinois,Aurora,300 block of W Park Ave,0,7,0,0,0,
1137402,"June 9, 2018",Pennsylvania,Philadelphia,2000 block of 20th St,1,4,0,0,0,
1132408,"June 3, 2018",Texas,Dallas,4500 Spring Ave,0,5,0,0,0,
1132050,"June 2, 2018",New York,Buffalo,Strauss Street,0,5,0,0,0,
1126434,"May 27, 2018",Colorado,Aurora,15373 E 6th Ave,1,3,0,0,0,
1122728,"May 20, 2018",Indiana,Anderson,1604 Madison Ave,0,4,0,0,0,
1118785,"May 18, 2018",Texas,Santa Fe,16000 Hwy 6,10,13,0,0,1,
1115110,"May 14, 2018",Maryland,Baltimore,2020 Etting St,0,4,0,0,0,
1114725,"May 13, 2018",California,Los Angeles,365 W Manchester Avenue,2,2,0,0,1,
1110399,"May 7, 2018",California,San Diego,15th St and J St,0,5,0,0,0,
1108856,"May 6, 2018",Oklahoma,Stillwater,2020 East Lakeview Road,0,4,0,0,0,
1108879,"May 5, 2018",Georgia,Columbus,4944 Sentry Street,0,5,0,0,1,
1110773,"May 4, 2018",North Carolina,Henderson,519 Hilliard St,0,4,0,0,0,
1103465,"April 30, 2018",District of Columbia,Washington,3600 block of New York Ave NE,0,4,0,0,0,
1103045,"April 29, 2018",North Carolina,Monroe,1500 block of Massey St,1,3,0,0,1,
1096232,"April 21, 2018",Pennsylvania,Philadelphia,1800 block of W Diamond St,2,2,0,0,1,
1096388,"April 20, 2018",California,San Francisco,3rd Street and Quesada Ave,1,5,0,0,0,
1087153,"April 8, 2018",North Carolina,Hickory,247 1st Ave NW,1,3,0,0,3,
1087021,"April 8, 2018",Florida,Miami,1300 block of NW 63rd Terrace,2,2,0,0,0,
1086966,"April 6, 2018",Virginia,Virginia Beach,5800 block of Pickering St,1,3,0,0,0,
1083552,"April 2, 2018",Texas,Houston,8500 block of Redcliff Rd,1,3,0,0,0,
1082835,"April 1, 2018",Michigan,Saginaw,600 block of Yale St,0,5,0,0,0,
1083011,"April 1, 2018",Alabama,Mobile,3556 Halls Mill Rd,1,4,0,0,3,
1080442,"March 29, 2018",New Jersey,Camden,Kaighn Ave and Haddon Ave,0,4,0,0,0,
1074886,"March 21, 2018",California,San Francisco,949 Geneva Ave,0,5,1,0,0,
1071381,"March 17, 2018",Illinois,Harvey,16700 S Halsted St,0,4,0,0,0,
1067264,"March 11, 2018",Illinois,Champaign,700 block of N Hickory St,1,3,0,0,0,
1067296,"March 11, 2018",Michigan,Saginaw,Cumberland Ave and Hess St,1,4,0,0,0,
1062123,"March 3, 2018",Florida,Miami,1300 Block of NW 62nd Ln,0,4,0,0,0,
1037541,"January 27, 2018",California,Los Angeles,243 East 119th St,0,5,0,0,0,
1035803,"January 25, 2018",District of Columbia,Washington,1600 block of Kenilworth Ave NE,0,4,0,0,0,
1033262,"January 23, 2018",Kentucky,Benton,416 High School Rd,2,14,0,0,1,
1034205,"January 23, 2018",Pennsylvania,Philadelphia,N 24th St and Ridge Ave,0,4,0,0,0,
1029095,"January 17, 2018",District of Columbia,Washington,2000 block of 16th St SE,1,3,0,0,1,
1042072,"January 15, 2018",Florida,Alachua,14223 NW 156th Pl,0,5,0,0,2,
1027013,"January 14, 2018",Alabama,Madison,101 Westchester Dr,0,4,0,0,1,
1582816,"December 29, 2019",Illinois,Danville,1803 block of Westview Ave,0,5,0,0,0,
1582197,"December 29, 2019",New York,Buffalo,50 block of Henrietta Ave,1,3,0,0,0,
1581103,"December 27, 2019",Texas,Houston,500 block of Smart St,2,7,0,0,4,
1579889,"December 25, 2019",California,Oakland,2100 block of 34th Ave,0,4,0,0,0,
1579856,"December 25, 2019",Virginia,Richmond,1800 E Main St,1,3,0,0,0,
1577577,"December 22, 2019",Maryland,Baltimore,225 Park Ave,0,7,0,0,0,
1577046,"December 20, 2019",Mississippi,Waynesboro,Turner St,1,6,0,0,1,
1572275,"December 15, 2019",Georgia,Columbus,600 block of 32nd St,1,4,0,0,0,
1564524,"December 4, 2019",Alabama,Montgomery,500 Eastdale Rd S,2,2,0,0,0,
1562685,"December 1, 2019",Michigan,Kalamazoo,6300 block of Proctor St,1,3,0,0,1,
1561813,"December 1, 2019",Illinois,Aurora,700 block of S 5th St,1,4,0,0,0,
1559257,"November 27, 2019",New York,Bronx,E 153rd St and Courtlandt Ave,0,5,0,0,1,
1556633,"November 24, 2019",California,Los Angeles,100 block of E 11th St,0,6,0,0,0,
1555879,"November 23, 2019",California,Los Angeles,833 S Spring St,0,4,0,0,1,
1554446,"November 20, 2019",California,Richmond,20th St and Roosevelt Ave,0,4,0,0,0,
1551531,"November 17, 2019",California,Fresno,5361 E Lamona Ave,4,6,0,0,4,
1551162,"November 17, 2019",Ohio,Cleveland,7100 block of Lawn Ave,0,4,0,0,0,
1550546,"November 16, 2019",California,San Diego,2152 Flintridge Dr,5,0,1,0,0,
1546983,"November 11, 2019",Colorado,Aurora,384 S Ironton St,0,6,0,0,1,
1545152,"November 9, 2019",North Carolina,Charlotte,2700 block of Lytham Dr,2,2,0,0,1,
1541774,"November 4, 2019",Texas,Houston,5000 block of Northridge Dr,1,3,0,1,0,
1540841,"November 3, 2019",Texas,Nacogdoches,Sandyland Cir and CR 823,1,3,0,0,1,
1537992,"October 30, 2019",Pennsylvania,Philadelphia,5026 Walton Ave,4,0,0,0,1,
1537044,"October 29, 2019",Maryland,Baltimore,4700 block of Liberty Heights Ave,1,3,0,0,0,
1536787,"October 28, 2019",Maryland,Baltimore,4160 Pimlico Rd,1,3,0,0,0,
1535478,"October 26, 2019",Texas,Greenville,2275 US-380,2,6,0,0,0,
1531326,"October 21, 2019",South Carolina,Sumter,29 Wesmark Blvd,0,4,0,0,1,
1530276,"October 19, 2019",Texas,El Paso,3812 Truman Ave,1,4,0,0,1,
1527528,"October 15, 2019",Ohio,Columbus,1600 block of Manchester Ave,0,4,0,0,0,
1525999,"October 13, 2019",Pennsylvania,Philadelphia,W Clearfield St and N 8th St,0,6,0,0,0,
1525408,"October 12, 2019",Pennsylvania,Philadelphia,700 block of W Russell St,1,3,0,0,0,
1525628,"October 12, 2019",Maryland,Baltimore,800 block of W Lexington St,1,3,0,0,0,
1524264,"October 10, 2019",Pennsylvania,Philadelphia,900 block of S 5th St,0,5,0,0,0,
1523204,"October 9, 2019",Maryland,Baltimore,1600 block of W North Ave,1,3,0,0,0,
1520499,"October 6, 2019",Colorado,Denver,7100 block of Ruth Way,0,4,0,0,0,
1518859,"October 3, 2019",Missouri,Marshall,S Olson Ave,1,3,0,0,1,
1515242,"September 29, 2019",Wisconsin,Milwaukee,1500 block of N 29th St,0,4,0,0,0,
1508804,"September 21, 2019",South Carolina,Lancaster,1399 Old Charlotte Rd,2,8,0,0,1,
1512486,"September 21, 2019",Ohio,Cleveland,3616 East 144th St,4,0,0,0,1,
1507939,"September 19, 2019",District of Columbia,Washington,1300 block of Columbia Rd NW,1,5,0,0,0,
1505354,"September 16, 2019",Wyoming,Cheyenne,3436 E 11th St,2,2,0,0,1,
1504012,"September 14, 2019",California,Oakland,38th Ave and MacArthur Blvd,1,4,0,0,1,
1499460,"September 8, 2019",South Carolina,Sumter,1083 Broad St,2,2,0,0,3,
1500098,"September 8, 2019",Louisiana,Alexandria,2900 block of Cypress St,1,3,0,0,1,
1494113,"September 1, 2019",Connecticut,Hartford,80 Edgewood St,1,3,0,0,3,
1494548,"September 1, 2019",Alabama,Valley,502 Boulevard,0,7,0,0,1,
1492778,"August 31, 2019",North Carolina,Charlotte,10035 Dabney Dr,1,3,0,0,0,
1492264,"August 31, 2019",Pennsylvania,Philadelphia,4600 block of 4th St,2,2,0,0,0,
1493429,"August 31, 2019",Maryland,Baltimore,900 block of N Monroe St,0,4,0,0,0,
1492297,"August 31, 2019",Maryland,Frederick,600 block of N Market St,0,4,0,0,3,
1491495,"August 30, 2019",Maryland,Baltimore,1600 block of E 29th St,1,3,0,0,0,
1492087,"August 30, 2019",Alabama,Mobile,1621 Virginia St,0,9,0,0,1,
1490466,"August 29, 2019",Maryland,Baltimore,2500 block of E Monument St,1,3,0,0,0,
1487224,"August 24, 2019",Massachusetts,Lynn,Warren Street,1,3,0,0,3,
1486232,"August 23, 2019",Texas,Houston,4900 block of Southwind St,2,2,1,0,1,
1485340,"August 22, 2019",South Carolina,Columbia,851 Bush River Rd,2,2,0,0,1,
1485548,"August 22, 2019",California,Los Angeles,300 block of West Fifth St,0,4,0,0,0,
1481989,"August 17, 2019",Texas,Houston,12500 block of Mylla St,0,6,0,0,0,
1480326,"August 15, 2019",Alabama,Montgomery,847 N University Dr,2,3,0,0,2,
1479894,"August 15, 2019",Pennsylvania,Philadelphia,1400 block of W Conlyn St,0,5,0,0,0,
1478869,"August 14, 2019",Pennsylvania,Philadelphia,3716 N 15th St,0,6,0,0,1,
1478480,"August 12, 2019",Mississippi,Greenwood,200 Young St,0,4,0,0,1,
1475361,"August 10, 2019",Virginia,Richmond,6346 Midlothian Turnpike,0,4,0,0,0,
1476271,"August 10, 2019",California,San Francisco,1100 Fillmore St,0,4,0,0,0,
1466705,"August 3, 2019",Texas,El Paso,7101 Gateway Blvd,23,23,0,0,1,
1467157,"August 2, 2019",Virginia,Suffolk,200 block of N Broad St,1,3,1,0,0,
1462317,"July 30, 2019",Ohio,Columbus,1280 E Long St,0,5,0,0,0,
1460630,"July 28, 2019",Pennsylvania,Philadelphia,2600 block of Carroll St,1,5,0,0,0,
1459941,"July 28, 2019",District of Columbia,Washington,637 T St NW,0,4,0,0,1,
1459389,"July 27, 2019",Kansas,Wichita,505 N Rock Rd,1,3,0,0,1,
1453884,"July 21, 2019",District of Columbia,Washington,2300 block of 15th St NE,0,4,0,0,0,
1450124,"July 17, 2019",Texas,Lubbock,N Elder Ave and E Colgate St,1,3,0,0,3,
1447057,"July 13, 2019",Pennsylvania,Philadelphia,5433 Lansdowne Ave,0,7,0,0,0,
1445066,"July 11, 2019",Texas,Houston,5901 Royal Palms St,0,4,0,0,0,
1441967,"July 8, 2019",District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,2,2,0,0,0,
1440879,"July 5, 2019",Nevada,Reno,600 block of Spokane St,1,3,0,2,3,
1439737,"July 4, 2019",California,Los Angeles,1900 block of Adair St,0,4,0,0,0,
1439765,"July 4, 2019",California,Fresno,4700 block of E Hamilton Ave,1,3,0,0,0,
1437094,"July 1, 2019",Maryland,Baltimore,1200 block of N Luzerne Ave,0,4,0,0,0,
1435804,"June 30, 2019",California,Oakland,3000 block of Brookdale Ave,0,4,0,0,0,
1436254,"June 30, 2019",Texas,Dallas,3535 Munger Ave,2,2,0,0,0,
1435041,"June 29, 2019",Connecticut,Hartford,Judson St and Martin St,0,4,0,0,0,
1435297,"June 29, 2019",Louisiana,Gray,2700 block of W Park Ave,0,4,0,0,0,
1433857,"June 26, 2019",Wisconsin,Milwaukee,2800 block of N 34th St,0,4,0,0,0,
1429480,"June 23, 2019",Ohio,Columbus,1767 Genessee Ave,0,5,0,0,0,
1429338,"June 23, 2019",South Carolina,Abbeville,1108 Cambridge St,3,1,0,0,1,
1429399,"June 22, 2019",Virginia,Hampton,1st St and E Pembroke Ave,0,4,0,0,1,
1429022,"June 22, 2019",Pennsylvania,Philadelphia,2400 block of Moore St,0,4,0,0,0,
1428595,"June 22, 2019",Maryland,Baltimore,800 block of N Port St,1,4,0,0,0,
1428788,"June 21, 2019",Michigan,Saginaw,1506 N Charles St,1,3,0,0,0,
1428229,"June 21, 2019",California,Richmond,700 block of 14th St,0,5,0,0,0,
1423697,"June 16, 2019",Pennsylvania,Philadelphia,6900 block of Reedbird Pl,1,5,0,0,0,
1423435,"June 16, 2019",Iowa,Des Moines,1200 block of Sampson St,0,6,0,0,0,
1420933,"June 12, 2019",North Carolina,Charlotte,305 N Graham St,1,3,0,0,2,
1419305,"June 11, 2019",Colorado,Aurora,12500 block of E Kansas Pl,0,4,0,0,0,
1418533,"June 9, 2019",Ohio,Cleveland,17218 Tarkington Ave,1,3,0,0,0,
1418548,"June 9, 2019",New York,Buffalo,2081 Niagara St,0,4,0,0,0,
1417716,"June 7, 2019",Texas,Austin,8220 TX-71,0,5,0,0,1,
1415399,"June 5, 2019",California,Santa Rosa,828 W 9th Street,0,4,0,0,3,
1412419,"June 1, 2019",South Carolina,Allendale,473 Main St S,0,5,0,0,0,
1411408,"June 1, 2019",Virginia,Portsmouth,1100 block of Mt Vernon Ave,1,3,0,0,1,
1412430,"June 1, 2019",Georgia,Macon,Suzanne Dr and Robinson Dr,2,4,0,0,2,
1410442,"May 31, 2019",Virginia,Virginia Beach,2405 Courthouse Drive,12,4,1,0,0,
1408289,"May 29, 2019",Texas,Cleveland,26311 TX-321,2,2,1,0,0,
1406330,"May 27, 2019",District of Columbia,Washington,1200 block of Sumner Rd SE,0,5,0,0,0,
1405445,"May 26, 2019",District of Columbia,Washington,3509 Wheeler Rd SE,1,3,0,0,0,
1405749,"May 26, 2019",Virginia,La Crosse,800 block of Alvis Road,0,5,0,0,3,
1405196,"May 25, 2019",Virginia,Chesapeake,Holly Cove Dr and Schooner Trail,1,9,0,0,0,
1405317,"May 25, 2019",Maryland,Baltimore,500 block of N Belnord Ave,0,4,0,0,0,
1400095,"May 20, 2019",Oklahoma,Tulsa,8118 E 16th St,2,2,0,0,1,
1400146,"May 20, 2019",Louisiana,Alexandria,1900 block of Bacon Street,1,4,0,0,1,
1400561,"May 20, 2019",Ohio,Columbus,2424 Sullivant Ave,0,4,0,0,0,
1398876,"May 17, 2019",California,Sacramento,7326 Stockton Blvd,1,3,0,0,0,
1397521,"May 16, 2019",Ohio,Cleveland,9500 Cardwell Ave,0,4,0,0,0,
1395560,"May 14, 2019",California,Los Angeles,1248 W 47th St,0,4,0,0,0,
1391971,"May 10, 2019",Pennsylvania,Philadelphia,1900 block of N Croskey St,0,5,0,0,0,
1386481,"May 3, 2019",Texas,Dallas,5400 Cedar Springs Rd,1,3,0,0,0,
1386085,"May 3, 2019",Maryland,Baltimore,1900 block of Ramsay St,0,5,0,0,0,
1385642,"May 3, 2019",Maryland,Baltimore,2500 block of E Biddle St,0,4,0,0,3,
1383752,"April 30, 2019",North Carolina,Charlotte,9214 South Library Ln,2,4,0,0,1,
1381979,"April 28, 2019",Maryland,Baltimore,2544 Edmondson Ave,1,7,0,0,0,
1381771,"April 27, 2019",Mississippi,Jackson,700 block of Monterey St,1,3,0,0,0,
1381734,"April 27, 2019",California,Los Angeles,700 N San Fernando Rd,0,6,0,0,0,
1377519,"April 21, 2019",Pennsylvania,Philadelphia,1500 block of South 31st St,0,4,0,0,0,
1376883,"April 19, 2019",Kansas,Wichita,1628 S George Washington Blvd,0,4,0,0,1,
1370795,"April 14, 2019",Florida,Miami,NW 19th Ave and 60th St,2,2,0,0,1,
1368597,"April 11, 2019",Maryland,Baltimore,2200 block of Ruskin Ave,1,3,0,0,1,
1369109,"April 11, 2019",California,Los Angeles,E 103rd St and S Main St,1,4,0,0,0,
1362182,"April 2, 2019",Kentucky,Covington,337 E 13th St,0,5,0,0,2,
1357591,"March 28, 2019",Maryland,Baltimore,6200 block of Boston St,0,4,0,0,0,
1353714,"March 23, 2019",California,San Francisco,1300 Fillmore St,0,5,1,0,0,
1348844,"March 17, 2019",Georgia,Augusta,900 block of Broad St,0,4,0,0,1,
1347974,"March 16, 2019",New Jersey,Camden,619 Ferry Ave,1,3,0,0,1,
1348291,"March 15, 2019",Alabama,Mobile,515 Dauphin Island Pkwy,2,3,0,1,2,
1347894,"March 14, 2019",Montana,Missoula,5145 Airway Blvd,1,3,0,0,1,
1343274,"March 10, 2019",Colorado,Denver,15th St and Market St,1,4,0,0,1,
1338860,"March 3, 2019",California,Oakland,316 14th St,0,4,0,0,1,
1337498,"February 28, 2019",California,Oakland,9755 Edes Ave,1,3,0,0,0,
1331974,"February 21, 2019",Maryland,Baltimore,500 block of Bloom St,1,4,0,0,0,
1332429,"February 21, 2019",Texas,Houston,12800 block of Eastbrook Dr,2,2,0,0,2,
1332181,"February 20, 2019",Tennessee,Covington,529 N College St,0,4,0,0,1,
1329144,"February 17, 2019",Texas,Henderson,504 S Van Buren St,2,2,0,0,1,
1328562,"February 16, 2019",Mississippi,Clinton,1214 Foxhill Dr,4,0,1,0,0,
1327321,"February 15, 2019",Illinois,Aurora,641 Archer Ave,5,6,1,0,0,
1324279,"February 11, 2019",Texas,Livingston,3628 FM 3126,4,0,1,0,0,
1323448,"February 9, 2019",Virginia,Petersburg,109 Perry St,0,4,0,0,0,
1319333,"February 4, 2019",District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,0,0,1,
1318187,"February 1, 2019",California,San Diego,6800 block of Springfield St,0,4,0,0,0,
1312391,"January 26, 2019",Georgia,Albany,300 block of W Roosevelt,0,4,0,0,0,
1312284,"January 26, 2019",Louisiana,Gonzales,42350 Church Point Rd,5,0,0,0,1,
1306920,"January 20, 2019",Florida,Miami,26133 SW 139th Ave,0,4,0,0,0,
1305563,"January 19, 2019",Pennsylvania,Lebanon,1140 Church St,0,4,0,0,2,
1305294,"January 19, 2019",Texas,Houston,7041 Sherman St,0,0,3,1,0,
1293054,"January 4, 2019",California,Torrance,22501 Hawthorne Blvd,3,4,0,0,1,
1289877,"January 1, 2019",South Carolina,Columbia,1709 Decker Blvd,0,5,0,0,0,
1887059,"December 26, 2020",Massachusetts,Lynn,Washington St and Quincy Ter,1,5,0,0,1,
1886849,"December 26, 2020",Florida,Miami,NW 61st St and NW 13th Ave,1,3,0,0,0,
1877043,"December 12, 2020",California,San Bernardino,900 block of N Sierra Way,1,3,0,0,0,
1877122,"December 10, 2020",Mississippi,Jackson,1805 Hospital Dr,0,5,0,0,0,
1908063,"December 8, 2020",West Virginia,Williamsburg,611 Flynns Creek Rd,5,0,1,0,0,
1864683,"November 29, 2020",Mississippi,Grenada,Highway 8 East,0,11,0,0,0,
1864205,"November 28, 2020",South Carolina,Conway,3800 block of Golden Key Rd,0,5,0,0,3,
1863726,"November 28, 2020",South Carolina,Aiken,1695 Richland Ave E,1,10,0,0,4,
1862947,"November 27, 2020",Georgia,Macon,425 Cherry St,1,5,0,0,2,
1862603,"November 26, 2020",Nevada,Henderson,870 E Lake Mead Pkwy,1,4,0,1,3,
1855276,"November 18, 2020",Texas,Houston,11614 Manor Park Dr,2,2,1,0,0,
1856338,"November 18, 2020",South Carolina,Florence,500 block of Gaillard St,0,4,0,0,0,
1854207,"November 17, 2020",Tennessee,Jackson,Honey Bear Cove,0,4,0,0,0,
1854149,"November 16, 2020",Florida,Miami,200 block of S Biscayne River Dr,0,4,0,0,0,
1852604,"November 14, 2020",South Carolina,Sumter,1008 Marilyn Ave,3,1,0,0,1,
1852853,"November 14, 2020",Missouri,Fulton,1915 N Bluff St,0,4,0,0,0,
1852363,"November 14, 2020",California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,0,0,0,
1846712,"November 8, 2020",Virginia,Virginia Beach,3700 block of Whitney Ct,0,4,0,0,0,
1842362,"November 3, 2020",Nevada,Henderson,1445 Stonelake Cove Ave,3,1,1,0,0,
1839628,"October 31, 2020",California,Sacramento,2800 block of Normington Dr,0,4,0,0,0,
1839576,"October 31, 2020",Washington,Sumner,127th Ave E and Valley Ave E,0,5,0,0,0,
1837146,"October 28, 2020",Virginia,Roanoke,1400 block of Rorer Ave SW,0,4,0,0,0,
1834280,"October 25, 2020",North Carolina,Raleigh,1731 Trawick Rd,1,3,0,0,2,
1834617,"October 24, 2020",Mississippi,Greenwood,W Martin Luther King Dr,2,8,0,0,1,
1832014,"October 22, 2020",Florida,Miami,1830 NW 50 St,1,3,0,0,0,
1831091,"October 22, 2020",Maryland,Baltimore,500 block of W Franklin St,0,4,0,0,0,
1830092,"October 20, 2020",Texas,Houston,2117 Chenevert St,3,1,0,0,2,
1826655,"October 16, 2020",Arizona,Mesa,2115 Guadalupe Rd,1,6,0,0,3,
1826675,"October 16, 2020",California,San Francisco,200 block of Scherwin St,1,3,0,0,0,
1824979,"October 15, 2020",Louisiana,Lafayette,100 block of Laser Ln,2,2,0,0,1,
1825896,"October 15, 2020",Maryland,Baltimore,2900 block of Westwood Ave,0,7,0,0,0,
1824073,"October 14, 2020",Pennsylvania,Philadelphia,3900 block of  Buist Ave,0,4,0,0,0,
1818055,"October 8, 2020",Pennsylvania,Philadelphia,4935 Frankford Ave,1,6,0,0,0,
1816799,"October 7, 2020",Alaska,Anchorage,200 block of McCarrey St,1,4,0,0,0,
1815308,"October 5, 2020",District of Columbia,Washington,400 block of Orange St SE,1,3,0,0,0,
1813583,"October 3, 2020",California,Sacramento,Roanoke Ave and Haywood St,1,3,0,0,1,
1812972,"October 2, 2020",California,Los Angeles,51st St and Hoover St,0,4,0,0,0,
1810358,"September 30, 2020",Wisconsin,Milwaukee,4217 W Fond du Lac Ave,0,7,0,0,0,
1809910,"September 29, 2020",Pennsylvania,Philadelphia,4500 block of N 19th St,0,5,0,0,0,
1806806,"September 27, 2020",Ohio,Sandusky,Hancock St and Neil St,1,3,0,0,1,
1808628,"September 27, 2020",California,San Bernardino,900 block of N Sierra Way,1,3,0,0,0,
1807046,"September 26, 2020",Pennsylvania,Philadelphia,100 block of N Lindenwood St,0,4,0,0,0,
1806500,"September 25, 2020",Pennsylvania,Philadelphia,1300 block of Sanger St,0,4,0,0,0,
1804511,"September 23, 2020",Georgia,Hampton,1577 Glynn Ct,1,3,0,0,1,
1800026,"September 19, 2020",New York,Buffalo,Glenwood Ave and Jefferson Ave,1,4,0,0,0,
1797620,"September 16, 2020",Pennsylvania,Philadelphia,1800 Wallace St,2,3,0,0,0,
1795391,"September 14, 2020",Louisiana,Baker,Burgess Dr,0,4,0,0,1,
1793680,"September 12, 2020",North Carolina,Wilson,200 block of Dewey St,0,5,0,0,0,
1793771,"September 12, 2020",Pennsylvania,Philadelphia,N 18th St and Dauphin St,0,4,0,0,0,
1788401,"September 8, 2020",Maryland,Baltimore,2300 block of Greenmount Ave,0,5,0,0,0,
1787387,"September 6, 2020",Maryland,Baltimore,4900 block of Reisterstown Rd,0,4,0,0,0,
1786488,"September 5, 2020",Texas,Houston,9940 Fondren Rd,0,4,0,0,0,
1786449,"September 5, 2020",Maryland,Baltimore,2000 block of W Lexington St,1,3,0,0,0,
1805455,"September 3, 2020",South Carolina,Anderson,R St and Chase Ave,1,3,0,0,1,
1785358,"September 3, 2020",Florida,Miami,2000 block of NW 71st St,1,3,0,0,0,
1785108,"September 3, 2020",Pennsylvania,Philadelphia,700 block of E Chelten Ave,0,6,0,0,0,
1783582,"September 2, 2020",Pennsylvania,Philadelphia,1800 block of Moore St,2,2,0,0,0,
1784141,"September 2, 2020",Georgia,Albany,1400 block of E Residence Ave,1,3,0,0,0,
1783928,"September 2, 2020",California,Oakland,Kerwin Ave and 105th Ave,0,4,0,0,0,
1825993,"August 31, 2020",Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5,0,0,0,
1780301,"August 30, 2020",Kentucky,Lexington,545 N Upper St,0,7,0,0,0,
1779981,"August 30, 2020",New York,Buffalo,500 block of Fillmore Ave,1,4,0,0,0,
1784122,"August 30, 2020",Pennsylvania,Philadelphia,5317 Oxford Ave,0,4,0,0,0,
1778571,"August 29, 2020",Illinois,Rock Island,1800 2nd Ave,1,5,0,0,1,
1778542,"August 28, 2020",Pennsylvania,Chester,2900 block of W 2nd St,1,3,0,0,0,
1779023,"August 28, 2020",Texas,Dallas,2600 block of Elm St,1,4,0,0,1,
1777400,"August 26, 2020",Pennsylvania,Philadelphia,5500 block of Chew Ave,0,4,0,0,0,
1776189,"August 25, 2020",Virginia,Norfolk,800 block of E Princess Anne Rd,0,5,0,0,1,
1773194,"August 24, 2020",California,Sacramento,1200 block of Helena Ave,1,3,0,0,0,
1773996,"August 24, 2020",Virginia,Richmond,2300 block of Bethel St,1,4,0,0,0,
1772934,"August 23, 2020",Colorado,Pueblo,2000 block of Longhorn Point,0,6,0,0,2,
1772438,"August 23, 2020",Illinois,Champaign,100 block of Kenwood Rd,0,4,0,0,0,
1769444,"August 19, 2020",Pennsylvania,Philadelphia,700 block of S 55th St,0,4,0,0,0,
1768125,"August 18, 2020",Pennsylvania,Philadelphia,3000 block of Cumberland St,1,4,0,0,0,
1768683,"August 17, 2020",Ohio,Cleveland,Dove Ave and E 102nd St,0,5,0,0,0,
1765658,"August 16, 2020",Kentucky,Lexington,1000 block of Newtown Ct,1,3,0,0,0,
1766380,"August 16, 2020",Colorado,Denver,W Alameda Ave and S Federal Blvd,2,4,0,0,0,
1765499,"August 15, 2020",Pennsylvania,Philadelphia,N 10th St and Brown St,0,5,0,0,0,
1765705,"August 15, 2020",Connecticut,New Haven,Rosette St and Hurlburt St,1,5,0,0,1,
1761557,"August 11, 2020",California,Torrance,22904 Lockness Ave,0,5,0,0,0,
1759873,"August 9, 2020",Colorado,Denver,1400 block of W Byers Pl,0,9,0,0,0,
1758966,"August 9, 2020",District of Columbia,Washington,3300 block of Dubois Pl SE,1,21,0,0,0,
1760207,"August 9, 2020",Mississippi,Jackson,3600 block of Cromwell St,0,4,0,0,0,
1760261,"August 9, 2020",Texas,Houston,9700 Homestead Rd,0,4,0,0,0,
1758838,"August 8, 2020",Pennsylvania,Philadelphia,1101 N 38th St,0,6,0,0,0,
1758774,"August 8, 2020",New York,Albany,First St and Quail St,1,3,0,0,0,
1757380,"August 6, 2020",California,Oakland,4500 block of Fairfax Ave,1,3,0,0,1,
1755566,"August 4, 2020",Wisconsin,Madison,333 S Rosa Rd,0,4,0,0,2,
1755297,"August 4, 2020",District of Columbia,Washington,5400 block of Georgia Ave NW,0,4,0,0,0,
1754672,"August 4, 2020",Connecticut,Hartford,818 Windsor St,1,5,0,0,0,
1754363,"August 3, 2020",New York,Bronx,450 St Ann's Ave,0,4,0,0,0,
1753320,"August 2, 2020",Pennsylvania,Philadelphia,3100 block of Weymouth St,0,4,0,0,0,
1751949,"August 1, 2020",Colorado,Denver,3000 block of W Virginia Ave,1,4,0,0,0,
1752790,"August 1, 2020",Alabama,Montgomery,1100 block of Eastern Blvd,0,4,0,0,0,
1752019,"July 31, 2020",Pennsylvania,Philadelphia,2500 block of Ingersoll St,1,3,0,0,0,
1749535,"July 28, 2020",Wisconsin,Milwaukee,2600 block of W Atkinson Ave,0,4,0,0,0,
1745903,"July 25, 2020",North Carolina,Raleigh,503 Bragg St,0,4,0,0,1,
1746160,"July 25, 2020",Florida,Miami,2900 block of Northwest 51st St,1,3,0,0,2,
1746430,"July 25, 2020",Colorado,Denver,East 33rd Ave and Hudson St,2,3,0,0,0,
1746674,"July 25, 2020",Texas,Dallas,525 S Riverfront Blvd,0,4,0,0,0,
1743168,"July 23, 2020",Virginia,Fairfield,3700 block of Meadowbridge Rd,1,3,0,0,0,
1743488,"July 23, 2020",Virginia,Petersburg,Wesley St,0,4,0,0,0,
1743108,"July 22, 2020",Michigan,Warren,28200 block of Lawson St,0,4,0,0,0,
1740533,"July 20, 2020",Virginia,Richmond,6850 Forest Hill Ave,1,4,0,0,0,
1739434,"July 19, 2020",Illinois,Peoria,NE Water St and Hamilton Blvd,0,13,0,0,0,
1739658,"July 19, 2020",District of Columbia,Washington,3600 block of 14th St NW,1,8,0,0,0,
